hfr_id,official_hfr_id,hfr_id_source,source_record_id,hospital_name,address,location_text,state,district,subdistrict,pincode,hospital_category,hospital_care_type,discipline,specialties,facilities,total_beds,emergency_services,latitude,longitude,source,data_quality_status
4181344126,,mvp_generated,18269,B. S. Bhandari Rotary Eye Hospital,"Near Market Yard, Behind Wear House, Camp Road, Malegaon","Near Market Yard, Behind Wear House, Camp Road, Malegaon,",Maharashtra,Nashik,,423105,,,,,,,,20.5735503,74.509588,data.gov.in hospital directory,VALIDATED
5943089896,,mvp_generated,18270,Balaji Accident Hospital,"OppositeAmbika Devi Temple,Ravagaon Naka Malegaon","OppositeAmbika Devi Temple,Ravagaon Naka Malegaon",Maharashtra,Nashik,,423105,,,,,,,,20.5547497,74.5100291,data.gov.in hospital directory,VALIDATED
9375131740,,mvp_generated,18271,Bhamare Hospital - Malegaon-Camp,"Opposite Technical Highschool Camp Road, Malegaon-Camp","Opposite Technical Highschool Camp Road, Malegaon-Camp",Maharashtra,Nashik,,423105,,,,,,,,20.5561068,74.5248653,data.gov.in hospital directory,VALIDATED
1681808900,,mvp_generated,18272,Anjani Hospital,"Satana Road, Malegaon","Satana Road, Malegaon, Nasik",Maharashtra,Nashik,,423203,,,,,,,,20.6031151,74.1938657,data.gov.in hospital directory,VALIDATED
8477016565,,mvp_generated,18273,Dwarkamani Multi Speciality Hospital,"B, Dvs Towers,Satana Road","B, Dvs Towers,Satana Road,.",Maharashtra,Nashik,,423203,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1078188929,,mvp_generated,18274,Jeevan Hospital and Research Center,"534/1, Chananpuri Shiwar, Malegaon, Tal Malegaon, Manmad Road","534/1, Chananpuri Shiwar, Malegaon, Tal Malegaon, Manmad Road",Maharashtra,Nashik,,423203,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1315918552,,mvp_generated,18275,Medicare Hospital and Critical Care Center,"Tirupati Complex, OppositeLodha Market, Satara Road, Malegaon","Tirupati Complex, OppositeLodha Market, Satara Road, Malegaon",Maharashtra,Nashik,,423203,,,,,,,,20.5547497,74.5100291,data.gov.in hospital directory,VALIDATED
7994753730,,mvp_generated,18276,Susmit Nursing Home,Malegaon Camp,Malegaon Camp,Maharashtra,Nashik,,423203,,,,,,,,20.5741672,74.508242,data.gov.in hospital directory,VALIDATED
8571561965,,mvp_generated,18277,Vardhaman Nursing Home,",Sangmeshwar",",Sangmeshwar.",Maharashtra,Nashik,,423203,,,,,,,,19.9974533,73.7898023,data.gov.in hospital directory,VALIDATED
9631493873,,mvp_generated,18278,Hearts Sanjivani Centre,"T.D.A. Road, Satna","T.D.A. Road, Satna, Nashik",Maharashtra,Nashik,,423301,,,,,,,,19.9974533,73.7898023,data.gov.in hospital directory,VALIDATED
2780426900,,mvp_generated,18279,Sonawane Hospital,"Paregaon Road, At. P. Yeola Tq. Yeola","Paregaon Road, At. P. Yeola Tq. Yeola",Maharashtra,Nashik,,423401,,,,,,,,20.0471229,74.4818698,data.gov.in hospital directory,VALIDATED
5556783782,,mvp_generated,18280,Dr Shinde Hospital and Research Centre,"A/P, Osar (Mig) Near Gram Panchayat, Shivaji Road, Tal-Niphad","A/P, Osar (Mig) Near Gram Panchayat, Shivaji Road, Tal-Niphad Nashik",Maharashtra,Nashik,,423502,,,,,,,,20.0855931,74.0447003,data.gov.in hospital directory,VALIDATED
7694145094,,mvp_generated,18281,Bhagawant Hospital,"College Road, Washi","College Road, Washi",Maharashtra,Osmanabad,,413503,,,,,,,,18.5407045,75.7734862,data.gov.in hospital directory,VALIDATED
3184024763,,mvp_generated,18282,Girija Rugnalya,"Vijay Nagar, Bhoom","Vijay Nagar, Bhoom",Maharashtra,Osmanabad,,413504,,,,,,,,18.4608782,75.6586295,data.gov.in hospital directory,VALIDATED
1262954287,,mvp_generated,18283,Khaire Hospital,"Nagar Road, Bhoom","Nagar Road, Bhoom",Maharashtra,Osmanabad,,413504,,,,,,,,18.4608782,75.6586295,data.gov.in hospital directory,VALIDATED
6917784969,,mvp_generated,18284,Astha Hospital,"Dhoki Road,Diksal","Dhoki Road,Diksal.",Maharashtra,Osmanabad,,413507,,,,,,,,18.5629021,76.0330259,data.gov.in hospital directory,VALIDATED
3744288898,,mvp_generated,18285,Dwarka Hospital,"Dhoki Road, Kalamb","Dhoki Road, Kalamb,",Maharashtra,Osmanabad,,413507,,,,,,,,18.5841902,76.0217831,data.gov.in hospital directory,VALIDATED
8350600823,,mvp_generated,18286,Janki Hospital,At Andur Tal-Tuljapur,"At Andur Tal-Tuljapur,",Maharashtra,Osmanabad,,413601,,,,,,,,18.010037,76.0710681,data.gov.in hospital directory,VALIDATED
2363008093,,mvp_generated,18287,Makhane Hospital,At Post Lohara,"At Post Lohara,",Maharashtra,Osmanabad,,413601,,,,,,,,17.9885116,76.3260992,data.gov.in hospital directory,VALIDATED
1761788559,,mvp_generated,18288,Malba Hospital,"Osmanabad Road, Kaman Cese, Tulajpur","Osmanabad Road, Kaman Cese, Tulajpur",Maharashtra,Osmanabad,,413601,,,,,,,,18.1860659,76.0419409,data.gov.in hospital directory,VALIDATED
5561330456,,mvp_generated,18289,Peshwe Hospital,Near Water Tank Shukrawar Peth Shukrawar Peth Tuljapur,Near Water Tank Shukrawar Peth Shukrawar Peth Tuljapur,Maharashtra,Osmanabad,,413601,,,,,,,,18.010037,76.0710681,data.gov.in hospital directory,VALIDATED
3917632449,,mvp_generated,18290,Sai Mangal Hospital - Tuljapur,Borgaonkar Complex Naldurg Road Cpt Above Dcc Bank,Borgaonkar Complex Naldurg Road Cpt Above Dcc Bank,Maharashtra,Osmanabad,,413601,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9213603591,,mvp_generated,18291,Yadav Nursing and Maternity Home - Tuljapur,"Mathurai Nagar,Near St Bus Stand","Mathurai Nagar,Near St Bus Stand",Maharashtra,Osmanabad,,413601,,,,,,,,9.9158723,78.1110476,data.gov.in hospital directory,VALIDATED
8154639812,,mvp_generated,18292,Kanade Hopital,Anadur,Anadur,Maharashtra,Osmanabad,,413603,,,,,,,,17.8154954,76.2416351,data.gov.in hospital directory,VALIDATED
2616567191,,mvp_generated,18293,Diggikar Hospital,"Ajay Nagar, Pathange Road, Umerga","Ajay Nagar, Pathange Road, Umerga",Maharashtra,Osmanabad,,413606,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
3877891998,,mvp_generated,18294,Kanade Hospital,"Arogya Nagar, Near St Stand Omerga","Arogya Nagar, Near St Stand Omerga",Maharashtra,Osmanabad,,413606,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9443187663,,mvp_generated,18295,Shedge Hospital,Omerga,Omerga,Maharashtra,Osmanabad,,413606,,,,,,,,17.8397675,76.6222433,data.gov.in hospital directory,VALIDATED
1310610340,,mvp_generated,18296,Tawshikar Hospital,"Main Road, Nh-9, Omerga","Main Road, Nh-9, Omerga,",Maharashtra,Osmanabad,,413606,,,,,,,,17.8349761,76.624771,data.gov.in hospital directory,VALIDATED
2582933931,,mvp_generated,18297,Hanarge Hospital,Lohara,Lohara,Maharashtra,Osmanabad,,413608,,,,,,,,17.9885116,76.3260992,data.gov.in hospital directory,VALIDATED
8271937387,,mvp_generated,18298,Shrigire Hospital,"Near New Bus Stand, Lohara","Near New Bus Stand, Lohara",Maharashtra,Osmanabad,,413608,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5928291699,,mvp_generated,18299,Sahayog Hospital And Research Centre,"Yashawant Vihar Complex, Near MGM School, Opp MHADA Ground, Bolinj, Virar (West)","Yashawant Vihar Complex, Near MGM School, Opp MHADA Ground, Bolinj, Virar (West)",Maharashtra,Palghar,,401303,Private,Hospital,Allopathic,"General and Pediatric Laparoscopic, Pediatric and Neonatal Surgery, Gynecology, Psychiatric, Plastic and Cosmetic Surgery, General Medicine, Urology, Orthopaedics, Oncosurgery, ENT/Head-neck Surgery, Gastrointestinal Surgery, Psychiatric.","Advanced Operation theatre, Digital X-Rays, Pharmacy, Hi-Tech Pathology Lab, Comfortable Special Rooms, Spacious General Ward.",,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9746612595,,mvp_generated,18300,Aditya Nagraj Charitable Trust,"Loha Road,Palam Tq.Palam","Loha Road,Palam Tq.Palam",Maharashtra,Parbhani,,431401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
6159305533,,mvp_generated,18301,Ashma Clinic,Jintur Road Near Bajaj Super Near Bajaj Super,Jintur Road Near Bajaj Super Near Bajaj Super Parbhani,Maharashtra,Parbhani,,431401,,,,,,,,19.2609958,76.776665,data.gov.in hospital directory,VALIDATED
9782560781,,mvp_generated,18302,Deshmukh Hospital,"House No 75, Station Road","House No 75, Station Road, Parbhani Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.2609695,76.7747511,data.gov.in hospital directory,VALIDATED
2335905934,,mvp_generated,18303,Dhanorkar Hospital - Parbhani,Bus Stand Road,Bus Stand Road,Maharashtra,Parbhani,,431401,,,,,,,,19.2609958,76.776665,data.gov.in hospital directory,VALIDATED
3216083030,,mvp_generated,18304,Godavari Hospital,Shivaji Nagar,"Shivaji Nagar, Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.259248,76.779096,data.gov.in hospital directory,VALIDATED
8191438217,,mvp_generated,18305,Mother Sai Maternity Home,Shivaji Nagar,"Shivaji Nagar,Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.259248,76.779096,data.gov.in hospital directory,VALIDATED
7640405604,,mvp_generated,18306,Onkar Netra Rugnalaya,Opposite Railway Station,"Opposite Railway Station, Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.2576585,76.7735879,data.gov.in hospital directory,VALIDATED
7133688688,,mvp_generated,18307,Padmaja Hospital,"Station Road, Opp To Z.P. Girls High School","Station Road, Opp To Z.P. Girls High School",Maharashtra,Parbhani,,431401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
7369345843,,mvp_generated,18308,Ratnaprabha Dental Clinic,Station Road,"Station Road, Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.2609695,76.7747511,data.gov.in hospital directory,VALIDATED
4407993831,,mvp_generated,18309,Sri Sadguru Netralaya,Gavane Road New Mandha,Gavane Road New Mandha,Maharashtra,Parbhani,,431401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
6931235406,,mvp_generated,18310,Surya I.C.U. Swastik Chember Gavhane Road Parbhani,Surya I.C.U. Swastik Chember Gavhane Road Parbhani,Surya I.C.U. Swastik Chember Gavhane Road Parbhani,Maharashtra,Parbhani,,431401,,,,,,,,19.2609958,76.776665,data.gov.in hospital directory,VALIDATED
3954635382,,mvp_generated,18311,"Vimal Netralay, Vimal Lesar Centre","Vimal Netralay , Prabhakar Bhavan ,Gavhane Rode,New Mondha","Vimal Netralay, Prabhakar BhavanGavhane Rode,New Mondha Parbhani",Maharashtra,Parbhani,,431401,,,,,,,,19.2634515,76.766835,data.gov.in hospital directory,VALIDATED
7465541458,,mvp_generated,18312,Yeshwant Netralaya,"Bust Stand Road,Beside Dhanorkar Hospital","Bust Stand Road,Beside Dhanorkar Hospital.",Maharashtra,Parbhani,,431401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
6794913219,,mvp_generated,18313,Chatrapati Shahu Hospital,"Dr, Ambedkar Nagar, Gangakhera Parbhani","Dr, Ambedkar Nagar, Gangakhera Parbhani",Maharashtra,Parbhani,,431514,,,,,,,,18.9768615,76.7524087,data.gov.in hospital directory,VALIDATED
4085903783,,mvp_generated,18314,Ashwini Hospital,Lonan Tal. Khandala,Lonan Tal. Khandala,Maharashtra,Pune,,410301,,,,,,,,18.7692034,73.3767641,data.gov.in hospital directory,VALIDATED
5653237818,,mvp_generated,18315,"Akshay Medical Foundation, Lonavla","Akshay Medical Foundation Parmar Hospital G 204, Main Road Lonavla G 204, Main Road Lonavla","Akshay Medical Foundation Parmar Hospital G 204, Main Road Lonavla G 204, Main Road Lonavla",Maharashtra,Pune,,410401,,,,,,,,18.7546171,73.4062342,data.gov.in hospital directory,VALIDATED
4208849768,,mvp_generated,18316,Ashirwad Hospital,"Mittal Bhavan,G Ward","Mittal Bhavan,G Ward,.",Maharashtra,Pune,,410401,,,,,,,,12.9551113,77.5913344,data.gov.in hospital directory,VALIDATED
5064464543,,mvp_generated,18317,Kamat Hospital- Lonavla,"97,D,Lonavla","97,D,Lonavla",Maharashtra,Pune,,410401,,,,,,,,18.7546171,73.4062342,data.gov.in hospital directory,VALIDATED
2287576414,,mvp_generated,18318,Khandelwal Hospital and C. C. Centre,"#16, Pradhan Park,Near Police Station","16, Pradhan Park,Near Police Station.",Maharashtra,Pune,,410401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1338166872,,mvp_generated,18319,Sanjivani Medical Foundation,G Ward Market Road Lonavala,G Ward Market Road Lonavala,Maharashtra,Pune,,410401,,,,,,,,18.7546171,73.4062342,data.gov.in hospital directory,VALIDATED
2902933896,,mvp_generated,18320,Saraswati Hospital,"E-1,Gaothan,Near Shivaji Statue, Lonavala","E-1,Gaothan,Near Shivaji Statue, Lonavala",Maharashtra,Pune,,410401,,,,,,,,18.7546171,73.4062342,data.gov.in hospital directory,VALIDATED
5326237721,,mvp_generated,18321,Shraddha Hospital,"225 A Ward,Near Icici Bank Bhangarwadi,Lonavala Ho","225 A Ward,Near Icici Bank Bhangarwadi,Lonavala Ho,Lonavala",Maharashtra,Pune,,410401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5361945916,,mvp_generated,18322,Swastik Hospital,"Gokhale Road, Bhan Garwadi,Next To Sahara Nest","Gokhale Road, Bhan Garwadi,Next To Sahara Nest.",Maharashtra,Pune,,410401,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2353297700,,mvp_generated,18323,Yash Hospital Lonavala,"Old Mumbai Pune Highway, Valvan Jakat Naka, Valvan, Lonavala","Old Mumbai Pune Highway, Valvan Jakat Naka, Valvan, Lonavala",Maharashtra,Pune,,410403,,,,,,,,18.7575255,73.422441,data.gov.in hospital directory,VALIDATED
2409325092,,mvp_generated,18324,Shri Balaji Health Foundation,"Atmasantulan Village, Near Mtdc Holiday Resort, Karla,  Ta: Mawal","Atmasantulan Village, Near Mtdc Holiday Resort, Karla,  Ta: Mawal",Maharashtra,Pune,,410405,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2205440253,,mvp_generated,18325,Anand Hospital,"Balaji Towers, Mahatma Phule Chowk, Chakan","Balaji Towers, Mahatma Phule Chowk, Chakan, Pune,",Maharashtra,Pune,,410501,,,,,,,,18.7602664,73.8630346,data.gov.in hospital directory,VALIDATED
5399870495,,mvp_generated,18326,Argade Hospital and Maternity Home,"Ambethan Chowk, Pune-Nashik Highway, Chakan","Ambethan Chowk, Pune-Nashik Highway, Chakan, Pune",Maharashtra,Pune,,410501,,,,,,,,18.762951,73.861252,data.gov.in hospital directory,VALIDATED
7186257906,,mvp_generated,18327,Bhagawati Netralaya,"Bhagwati Hospital ,Manik Chawk, Chakan, Tal. Khed","Bhagwati Hospital,Manik Chawk, Chakan, Tal. Khed",Maharashtra,Pune,,410501,,,,,,,,17.7195516,73.3968136,data.gov.in hospital directory,VALIDATED
4597065277,,mvp_generated,18328,Bhubhankar Hospital and Diagnostic Center - Rsby,"Siddhi Arcade, Manik Chowk, Near St Stand Chakan","Siddhi Arcade, Manik Chowk, Near St Stand Chakan",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5728966546,,mvp_generated,18329,Core Hospital,"2Nd Floor, Kohinoor Centre, Pune Nasik Highway, Talegaon Chowk, Chakan","2Nd Floor, Kohinoor Centre, Pune Nasik Highway, Talegaon Chowk, Chakan, Pune",Maharashtra,Pune,,410501,,,,,,,,18.7602664,73.8630346,data.gov.in hospital directory,VALIDATED
9978345005,,mvp_generated,18330,Dr Ghatkar Hospital,"Shubham Complex, Shikrapur Road, Chakan, Tal: Khed","Shubham Complex, Shikrapur Road, Chakan, Tal: Khed,",Maharashtra,Pune,,410501,,,,,,,,17.7195516,73.3968136,data.gov.in hospital directory,VALIDATED
3681844585,,mvp_generated,18331,Dr Gokull Hopital,"Chhatrapati Shivaji Chwk Near S T Stand Chakan,Tal-Khed","Chhatrapati Shivaji Chwk Near S T Stand Chakan,Tal-Khed",Maharashtra,Pune,,410501,,,,,,,,17.7195516,73.3968136,data.gov.in hospital directory,VALIDATED
3664685272,,mvp_generated,18332,Dr Kedare Hospital- Rsby,"Nanekarwadi, Chakan","Nanekarwadi, Chakan",Maharashtra,Pune,,410501,,,,,,,,18.7454087,73.8507279,data.gov.in hospital directory,VALIDATED
5663166973,,mvp_generated,18333,Dr Khade Hospital,"Infront Of Hotel Savera, Talegaon Chowk, Chakan, Tal Khed","Infront Of Hotel Savera, Talegaon Chowk, Chakan, Tal Khed",Maharashtra,Pune,,410501,,,,,,,,17.7195516,73.3968136,data.gov.in hospital directory,VALIDATED
4634307550,,mvp_generated,18334,Dr Rahul V Raje,"Sagar Residency, Main Road, Near Shah Hospital, Chakan, Tal. Khed","Sagar Residency, Main Road, Near Shah Hospital, Chakan, Tal. Khed,",Maharashtra,Pune,,410501,,,,,,,,17.7195516,73.3968136,data.gov.in hospital directory,VALIDATED
4548540716,,mvp_generated,18335,Durvankur Hospital,"S R No.11/12, Nanekar Wadi,Talegaon Road,Chakan","S R No.11/12, Nanekar Wadi,Talegaon Road,Chakan,",Maharashtra,Pune,,410501,,,,,,,,18.7552418,73.8538519,data.gov.in hospital directory,VALIDATED
7632588376,,mvp_generated,18336,Mangal Moorti Hospital,"Opp Hotel Savera, Shivaji Chowk Chakan","Opp Hotel Savera, Shivaji Chowk Chakan",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5528306275,,mvp_generated,18337,Omkar Accident Hospital,"Nanekarwadi Talegaon Chowk, Taluka Khed,Pune Nashik Road,Chakan","Nanekarwadi Talegaon Chowk, Taluka Khed,Pune Nashik Road,Chakan,Pune",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
7666704876,,mvp_generated,18338,Saiseva Hospital,"1St Floor, Kazi Complex, Mahatma Phule Chowk,Old Pune - Nashik Highway, Chakan","1St Floor, Kazi Complex, Mahatma Phule Chowk,Old Pune - Nashik Highway, Chakan",Maharashtra,Pune,,410501,,,,,,,,18.7617858,73.8602751,data.gov.in hospital directory,VALIDATED
9089061842,,mvp_generated,18339,Shubhankar Hospital,"Shop No 1 1St Flr Siddhi Arcade,Nr S T Stand Manik Chowk,Chakan","Shop No 1 1St Flr Siddhi Arcade,Nr S T Stand Manik Chowk,Chakan,Pune",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1105844124,,mvp_generated,18340,"Surya Multispeciality Hospital - Chakan, Pune","Success Point, Pune - Nashik Highway, Mutkewadi, Opposite Shah Petrol Pump, Chakan","Success Point, Pune - Nashik Highway, Mutkewadi, Opposite Shah Petrol Pump, Chakan",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
4398242706,,mvp_generated,18341,Unicare Hospital - Chakan,"Talegaon Chowk Chakan, Chakan, Pune Chakan","Talegaon Chowk Chakan, Chakan, Pune Chakan",Maharashtra,Pune,,410501,,,,,,,,18.7602664,73.8630346,data.gov.in hospital directory,VALIDATED
5369569101,,mvp_generated,18342,Women S Hospital- Rsby,"Momin Lane, Near Mahavir Medical Store, Rajgurunagar, Chakan","Momin Lane, Near Mahavir Medical Store, Rajgurunagar, Chakan",Maharashtra,Pune,,410501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5327769031,,mvp_generated,18343,Dr. Mokashi Hospital,"Mangalwar Peth, Junnar","Mangalwar Peth, Junnar",Maharashtra,Pune,,410502,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
9657328275,,mvp_generated,18344,Junnarkar Hospital,"Old Stand, 10/1 Mangalwar Peth, Junnar","Old Stand, 10/1 Mangalwar Peth, Junnar, Pune",Maharashtra,Pune,,410502,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
2298942245,,mvp_generated,18345,Suryakant General Surgical Accident And Maternity,Shankarrao Market Near Khaire Petrol Pump Narayangaon Tal Junnar,Shankarrao Market Near Khaire Petrol Pump Narayangaon Tal Junnar,Maharashtra,Pune,,410502,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
2479888390,,mvp_generated,18346,Tuljabhavani Hospital,"Shankarpura Peth, Junnar","Shankarpura Peth, Junnar",Maharashtra,Pune,,410502,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
2425209094,,mvp_generated,18347,Devganga Hospital,"Vighnahar Market, Pune-Nasik Highway,Opposite To S T Stand,Manchar","Vighnahar Market, Pune-Nasik Highway,Opposite To S T Stand,Manchar,",Maharashtra,Pune,,410503,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
4641372800,,mvp_generated,18348,Dr. Gujarathi Hospital,"A/P Manchar, Tal Ambegaon","A/P Manchar, Tal Ambegaon,",Maharashtra,Pune,,410503,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9284552048,,mvp_generated,18349,Gade Hospital,"At Post Manchar, Taluka Ambegaon","At Post Manchar, Taluka Ambegaon, Pune",Maharashtra,Pune,,410503,,,,,,,,19.1132337,73.7326775,data.gov.in hospital directory,VALIDATED
8287947213,,mvp_generated,18350,Bhosale Hospital,"1St Floor, Shubham Prestige, Khodad Road, Near Post Office, Narayangaon, Tal. Junnar","1St Floor, Shubham Prestige, Khodad Road, Near Post Office, Narayangaon, Tal. Junnar",Maharashtra,Pune,,410504,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
2698885359,,mvp_generated,18351,Dr Dole General Hospital,At Post Narayangaon Tal - Junnar,At Post Narayangaon Tal - Junnar,Maharashtra,Pune,,410504,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
9984085711,,mvp_generated,18352,Niramay Hospital,"Narayan Ghar, Junnoor","Narayan Ghar, Junnoor",Maharashtra,Pune,,410504,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
6027046527,,mvp_generated,18353,Vighnahar Nursing Homes,Near Kukadi Colony Narayangaon Tal Junnar,Near Kukadi Colony Narayangaon Tal Junnar,Maharashtra,Pune,,410504,,,,,,,,19.2031842,73.87425,data.gov.in hospital directory,VALIDATED
2834021816,,mvp_generated,18354,Chiranjiv Balrugnalaya,"1 St, Floor , Gokul Complex Idea Office Up","1 St, Floor, Gokul Complex Idea Office Up -Pune",Maharashtra,Pune,,410505,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1555718466,,mvp_generated,18355,Hutatma Rajguru Hospital,"Pune Nasik Highway, Khed","Pune Nasik Highway, Khed, Pune",Maharashtra,Pune,,410505,,,,,,,,19.1471153,74.0300772,data.gov.in hospital directory,VALIDATED
5812853475,,mvp_generated,18356,Sushrut Hospital,"Pune Nashik Road, Near Police Station, Tal-Khed","Pune Nashik Road, Near Police Station, Tal-Khed",Maharashtra,Pune,,410505,,,,,,,,18.6286266,73.8518209,data.gov.in hospital directory,VALIDATED
8322831155,,mvp_generated,18357,The Bombay Mothers and Children Welfare Society,Rajgurunagar,Rajgurunagar,Maharashtra,Pune,,410505,,,,,,,,18.8550308,73.8874991,data.gov.in hospital directory,VALIDATED
9764279175,,mvp_generated,18358,Wafgaonkar Hospital,"No. 1606, Wafgaonkar Apartment,Wada Road,Rajgurunagar","No. 1606, Wafgaonkar Apartment,Wada Road,Rajgurunagar,",Maharashtra,Pune,,410505,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2238357577,,mvp_generated,18359,Pawna Hospital,"Somatane Phata, Near Pune Mumbai Express Highway, Parandwadi Road,Talegaon Dabhade Taluka Mawal","Somatane Phata, Near Pune Mumbai Express Highway, Parandwadi Road,Talegaon Dabhade Taluka Mawal,",Maharashtra,Pune,,410506,,,,,,,,18.5204303,73.8567437,data.gov.in hospital directory,VALIDATED
1953562396,,mvp_generated,18360,Sanket Eye Clinic,"Near Bhagini Nivedita Bank, Budhwarpeth, Talegaon Dabhade","Near Bhagini Nivedita Bank, Budhwarpeth, Talegaon Dabhade, Pune",Maharashtra,Pune,,410506,,,,,,,,18.7391977,73.6830521,data.gov.in hospital directory,VALIDATED
6203708178,,mvp_generated,18361,Attharva Accident Hospital,"Plot No 17 Ekveera Society,Next To Petrol Pump,Chakan Mumbai Highway,Talegaon Dabhade","Plot No 17 Ekveera Society,Next To Petrol Pump,Chakan Mumbai Highway,Talegaon Dabhade,Pune - 410507",Maharashtra,Pune,,410507,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9910405403,,mvp_generated,18362,Dr. Bhausaheb Sardesai Talegaon Rural Hospital And M.I.M.E.R. Medical College,Talegaon Dabhade(Stn.) Tal. Maval,"Talegaon Dabhade(Stn.) Tal. Maval,",Maharashtra,Pune,,410507,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1636321518,,mvp_generated,18363,Harneswar Clinic,"50, Talegaon Dabhade","50, Talegaon Dabhade Pune",Maharashtra,Pune,,410507,,,,,,,,18.7317333,73.6711454,data.gov.in hospital directory,VALIDATED
3786920257,,mvp_generated,18364,Pratap Memorial Hospital,"No. 1, Tulja Bhavani Society,Chakan Road,Talegaon Dabhade","No. 1, Tulja Bhavani Society,Chakan Road,Talegaon Dabhade,",Maharashtra,Pune,,410507,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
8973867788,,mvp_generated,18365,Sevadham Hopital,"Talegaon Dabhade (Stn.), Taluka Maval","Talegaon Dabhade (Stn.), Taluka Maval,",Maharashtra,Pune,,410507,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
4917715651,,mvp_generated,18366,Shree Harneshwar Clinic,"50, Harneshwar Society, Telagaon Chakan Road, Dabhade, Tal Maval","50, Harneshwar Society, Telagaon Chakan Road, Dabhade, Tal Maval",Maharashtra,Pune,,410507,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5465160440,,mvp_generated,18367,Bhosle Hospital,"At Post Loni, (Near Dhamni Vilage), Taluka Ambegaon","At Post Loni, (Near Dhamni Vilage), Taluka Ambegaon, Pune",Maharashtra,Pune,,410510,,,,,,,,19.1132337,73.7326775,data.gov.in hospital directory,VALIDATED
7954363542,,mvp_generated,18368,Shree Sai Shraddha Hospital - Rsby,A/P Loni,"A/P Loni,",Maharashtra,Pune,,410510,,,,,,,,18.8887615,74.0711359,data.gov.in hospital directory,VALIDATED
9640204742,,mvp_generated,18369,Ambekar Hospital,Sakali,Sakali,Maharashtra,Pune,,411001,,,,,,,,18.5204303,73.8567437,data.gov.in hospital directory,VALIDATED
