hfr_id,official_hfr_id,hfr_id_source,source_record_id,hospital_name,address,location_text,state,district,subdistrict,pincode,hospital_category,hospital_care_type,discipline,specialties,facilities,total_beds,emergency_services,latitude,longitude,source,data_quality_status
3441591151,,mvp_generated,1,Chakraborty Multi Speciality Hospital,Near Dollygunj Junction,Near Dollygunj Junction,Andaman and Nicobar Islands,South Andaman,,744101,,Hospital,Allopathic,,,,,11.6357989,92.7120575,data.gov.in hospital directory,VALIDATED
8384520789,,mvp_generated,2,Inhs Dhanvantri,Medical Board Office,Medical Board Office,Andaman and Nicobar Islands,South Andaman,,744101,,,Allopathic,,,,,11.8311681,92.6586401,data.gov.in hospital directory,VALIDATED
6120873159,,mvp_generated,3,Maricar Hospital,Near Masjid,Near Masjid,Andaman and Nicobar Islands,South Andaman,,744103,,Hospital,Allopathic,,,,,11.8311681,92.6586401,data.gov.in hospital directory,VALIDATED
3193047432,,mvp_generated,4,Pillar Health Centre,"Lamba Line, P.B. No. 526","Lamba Line, P.B. No. 526",Andaman and Nicobar Islands,South Andaman,,744103,,,Allopathic,,,,,11.6498468,92.7294624,data.gov.in hospital directory,VALIDATED
5822529061,,mvp_generated,5,"G B Pant Hospital, Port Blair","GB Pant Road, City Centre, Port Blair","GB Pant Road, City Centre, Port Blair",Andaman and Nicobar Islands,South Andaman,,744103,Public/ Government,Hospital,Allopathic,"Surgery, Medicine, Gynaecology, Pediatrics, ENT, Pathology and Ophthalmology",,,,11.6233774,92.7264828,data.gov.in hospital directory,VALIDATED
1149903228,,mvp_generated,6,"Care Hospital, Banjara","Road No.1, Banjara Hills","Road No.1, Banjara Hills",Andhra Pradesh,Hyderabad,,500034,Private,Hospital,Allopathic,"Anaesthesiology, Bio-Chemistry, Cardiac Yoga,\nCardiology\nCardiothoracic Surgery, Chest Physician, Critical Care, Dentistry and Maxillofacial Surgery, Dermatology, Diabetology, Dietetics, Emergency Medicine,\n Endocrinology, Endoscopy, Gastroenterology,\n Gastrointestinal Medicine,\n General Medicine,\n General Surgery,\n Geriatrics, Gynaecology,\n haematology, Hepatology,\n Internal Medicine,\n Interventional Radiology,\n Laboratory Medicine,\n Laparoscopic Surgery,\n Medical Oncology,\n Micro-Biology, Nephrology,\n Neuro Surgery, Neurology,\n Nuclear Medicine,\n Obstetrics and Gynaecology,\n Ophthalmology,\n Orthopedics and Traumatology,\nOtorhinolaryngology\n Pathology, Pediatric, Cardiology,\n Pediatric Surgery, Pediatric,\n Pediatric and Neonatology,\n Physiotherapy, Plastic Surgery and Cosmetic Surgery, Preventive, Medicine / Wellness, Psychiatry,\n Pulmonology, Radio-Diagnosis,\n Radiology, Respiratory, Medicine, Rheumatology, Sports Medicine\n Surgical Gastroenterology\n Surgical Oncology, Urology\n Vascular Surgery","Ambulance, Blood Bank,\nCasualty, Diagnostic, Services,\nDialysis Unit, Electrotherapy,\nEmergency Room, Exercise therapy,\nHome Health, Care Services\nLifestyle Clinic - A Preventive Medicine Centre, Pharmacy",,,17.4274003,78.4311174,data.gov.in hospital directory,VALIDATED
8921478791,,mvp_generated,7,Aasha Hospitals,"7/201, Court Road","7/201, Court Road Anantapur 515001  Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6795736,77.592469,data.gov.in hospital directory,VALIDATED
7445312922,,mvp_generated,8,Abhaya Kidney Care Multispeciality Hospital,"10-470, Adimurthy Nagar, Opposite Guild Off Service School","10-470, Adimurthy Nagar, Opposite Guild Off Service School",Andhra Pradesh,Anantapur,,515001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2243502461,,mvp_generated,9,Baby Hospital,"Hyma Test Tube Baby and Research Centre, Baby Hospital Complex","Hyma Test Tube Baby and Research Centre, Baby Hospital Complex, Sainagar,Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
7443406079,,mvp_generated,10,Dr Akbar Eye Hospital And Laser Centre,"12-3-234, 6Th Cross Sai Nagar","12-3-234, 6Th Cross Sai Nagar Anantapur 515001  Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6723351,77.6018211,data.gov.in hospital directory,VALIDATED
6998587535,,mvp_generated,11,Dr.Ysr Memorial Hospitals,"#12-2-878, I Cross, Sai Nagar,Near By Sbi Main Branch","12-2-878, I Cross, Sai Nagar,Near By Sbi Main Branch,.",Andhra Pradesh,Anantapur,,515001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
8533432180,,mvp_generated,12,Hrudaya Children Hospital,Sai Nagar Iind Cross,"Sai Nagar Iind Cross,Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6749908,77.6032432,data.gov.in hospital directory,VALIDATED
9280735342,,mvp_generated,13,"Jeevana Jyothi Hospitals Ltd.,","#15-381, Kamala Nagar","15-381, Kamala Nagar,.",Andhra Pradesh,Anantapur,,515001,,,,,,,,17.4738037,78.5641765,data.gov.in hospital directory,VALIDATED
5570951917,,mvp_generated,14,K K Nursing Home,Opposite Annapurna Lodge Kamalanagar,Opposite Annapurna Lodge Kamalanagar,Andhra Pradesh,Anantapur,,515001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9141949491,,mvp_generated,15,Meda Nursing Home,Railway Station Road,Railway Station Road,Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
8339316254,,mvp_generated,16,Mnr Nursing Home,"12/3-269, Sai Nagar, 6Th Cross","12/3-269, Sai Nagar, 6Th Cross, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6723351,77.6018211,data.gov.in hospital directory,VALIDATED
7864301991,,mvp_generated,17,Mythri Hospitals,D No: 15/721 Kamala Nagar,D No: 15/721 Kamala Nagar Anantapur 515001  Anantapur,Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6867872,77.5832307,data.gov.in hospital directory,VALIDATED
1550881112,,mvp_generated,18,Padmavathi Hospital,"Aravinda Nagar, 2 Nd Cross","Aravinda Nagar, 2 Nd Cross",Andhra Pradesh,Anantapur,,515001,,,,,,,,15.3474564,75.1253824,data.gov.in hospital directory,VALIDATED
6293376117,,mvp_generated,19,Pavani Multi Speciality Hospital,"12-2-979,3Rd Cross, Sai Nagar","12-2-979,3Rd Cross, Sai Nagar, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6742267,77.6025251,data.gov.in hospital directory,VALIDATED
5435226979,,mvp_generated,20,Prasanthi Nursing Home,"#346, Court Road","346, Court Road,.",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
4074311125,,mvp_generated,21,Priya Multispeciality Hospital,"#12/2/991, Sai Nagar,Main Road","12/2/991, Sai Nagar,Main Road, Anantpur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6723351,77.6018211,data.gov.in hospital directory,VALIDATED
8760216182,,mvp_generated,22,Ravitej Nursing Home,"15-16, Kamala Nagar","15-16, Kamala Nagar, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6805847,77.6000775,data.gov.in hospital directory,VALIDATED
8629561864,,mvp_generated,23,Santhi Nursing Home,"Near R.T.C, Bus Stand","Near R.T.C, Bus Stand, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,13.9860276,77.7658783,data.gov.in hospital directory,VALIDATED
8933704773,,mvp_generated,24,Sri Prakash Eye Hospital,"# 12-3-216, Sai Nagar Main Road, 5Th Cross,Beside Veterinary Hospital","12-3-216, Sai Nagar Main Road, 5Th Cross,Beside Veterinary Hospital, Anantpur,",Andhra Pradesh,Anantapur,,515001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
5233281463,,mvp_generated,25,Sri Sai Balaji Hospital,"Door No-14-324, Bank Of Baroda Lane, Kamala Nagar Iii Cross","Door No-14-324, Bank Of Baroda Lane, Kamala Nagar Iii Cross, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
8325160801,,mvp_generated,26,Sri Sai Kurpa Nursing Home,"10/368, Sarojini Road","10/368, Sarojini Road, Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,13.6340453,79.4157431,data.gov.in hospital directory,VALIDATED
9327987689,,mvp_generated,27,Sri Sai Venkateshwara Surgical Clinic,Anantapur,Anantapur,Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
2710969668,,mvp_generated,28,Sudhir Surgical Clinic,Hospital Road,"Hospital Road,Anantapur-515001",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.9093514,78.0060388,data.gov.in hospital directory,VALIDATED
3043729241,,mvp_generated,29,Suma Eye Clinic,"12-2-870,1St Cross,Sai Nagar","12-2-870,1St Cross,Sai Nagar,Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6755437,77.6036802,data.gov.in hospital directory,VALIDATED
5734030168,,mvp_generated,30,Swetha Ent Hospital,"#12/350-A,1St Cross ,Sai Nagar","12/350-A,1St Cross,Sai Nagar,Anantapur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6755437,77.6036802,data.gov.in hospital directory,VALIDATED
5877523271,,mvp_generated,31,Vaatsalya Hospital(Ananthapur),"Snechalatha Healthcare Complex, Khaja Nagar, Opp To Ganga Gouri Cinema Complex","Snechalatha Healthcare Complex, Khaja Nagar, Opp To Ganga Gouri Cinema Complex",Andhra Pradesh,Anantapur,,515001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
6802312310,,mvp_generated,32,Varun Children's Hospital,"D. No.14/224, Kamala Nagar","D. No.14/224, Kamala Nagar",Andhra Pradesh,Anantapur,,515001,,,,,,,,19.0627033,72.9297396,data.gov.in hospital directory,VALIDATED
9308602716,,mvp_generated,33,Venkat Sai Health Care Pvt Ltd ( Apollo Hospitals),"7/201, Court Road","7/201, Court Road",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
8931856356,,mvp_generated,34,Vijaya Nursing Home,Navodaya Colony,"Navodaya Colony, Anantpur",Andhra Pradesh,Anantapur,,515001,,,,,,,,14.6607456,77.6085681,data.gov.in hospital directory,VALIDATED
9142382702,,mvp_generated,35,Divyasree Hospital,Adimurthy Nagar Guild Of Service Road,Adimurthy Nagar Guild Of Service Road,Andhra Pradesh,Anantapur,,515002,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
4141234151,,mvp_generated,36,Mamatha Nursing Home,"12-2-865, 1St Cross, Sai Nagar","12-2-865, 1St Cross, Sai Nagar",Andhra Pradesh,Anantapur,,515004,,,,,,,,13.0433764,80.1622367,data.gov.in hospital directory,VALIDATED
4351025109,,mvp_generated,37,Anantapuram Praja Vaidyasala,"28-639-1, Behind Sangamesh Funtion Hall","28-639-1, Behind Sangamesh Funtion Hall, Anantapur",Andhra Pradesh,Anantapur,,515005,,,,,,,,14.6735546,77.6081894,data.gov.in hospital directory,VALIDATED
5838198250,,mvp_generated,38,Balaji Nursing Home,M.F. Road,"M.F. Road,.",Andhra Pradesh,Anantapur,,515201,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
5617324247,,mvp_generated,39,Dr B V Syamala Ratnam Hospiatal,"Opposite R.T.C Bus Stand, Hindupur (Po)","Opposite R.T.C Bus Stand, Hindupur (Po) Anantapur",Andhra Pradesh,Anantapur,,515201,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
7674104364,,mvp_generated,40,Girish Multispeciality Hospital,"#18-1-167, M F Road, Hindupur","18-1-167, M F Road, Hindupur",Andhra Pradesh,Anantapur,,515201,,,,,,,,14.178135,77.2728241,data.gov.in hospital directory,VALIDATED
4093521908,,mvp_generated,41,Shilpa Hospital,"R.P.G.T Road, Near Sreenivasa Theatre, Hindupur","R.P.G.T Road, Near Sreenivasa Theatre, Hindupur, Anantpur, (A.P)-515201",Andhra Pradesh,Anantapur,,515201,,,,,,,,13.8358978,77.5046101,data.gov.in hospital directory,VALIDATED
8837108407,,mvp_generated,42,Sreenivasa Nursing Home,Beside Sreenivasa Talkies R.P.G.T. Road. Hindupur,Beside Sreenivasa Talkies R.P.G.T. Road. Hindupur,Andhra Pradesh,Anantapur,,515201,,,,,,,,13.8185378,77.4988753,data.gov.in hospital directory,VALIDATED
3233205934,,mvp_generated,43,Teja Nursing Home,R.P and G.T Road Hindupur,R.P and G.T Road Hindupur--515201,Andhra Pradesh,Anantapur,,515201,,,,,,,,13.8371751,77.4878898,data.gov.in hospital directory,VALIDATED
9370615428,,mvp_generated,44,Sharada Nursing Home and Falvia P Reddy Diagnostic,"1/531A-3, East Palem, C B Road, Tadaptri","1/531A-3, East Palem, C B Road, Tadaptri",Andhra Pradesh,Anantapur,,515411,,,,,,,,14.910003,78.0005407,data.gov.in hospital directory,VALIDATED
4589889428,,mvp_generated,45,Sri Kanchani Hospital,"C.B Road, Tadpatri","C.B Road, Tadpatri",Andhra Pradesh,Anantapur,,515411,,,,,,,,14.9070274,78.0092703,data.gov.in hospital directory,VALIDATED
4839617847,,mvp_generated,46,Sri Veja Hospital,"14/10-3, Bukkapatnam Street,","14/10-3, Bukkapatnam Street,",Andhra Pradesh,Anantapur,,515411,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9981337835,,mvp_generated,47,Azad Diabetic Centre,"Near Andhra Bank, Byepass Road , Kadiri","Near Andhra Bank, Byepass Road, Kadiri",Andhra Pradesh,Anantapur,,515591,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
8458950252,,mvp_generated,48,Devi Nursing Home,"Beside Sudharsan Theatre, R.S.Road, Dharmavaram","Beside Sudharsan Theatre, R.S.Road, Dharmavaram, Anantapur ()",Andhra Pradesh,Anantapur,,515671,,,,,,,,14.4137447,77.7126189,data.gov.in hospital directory,VALIDATED
3687798829,,mvp_generated,49,Spandana Hospital,"Near Saibaba Temple, Parthasaradhi Nagar, Dharmavaram","Near Saibaba Temple, Parthasaradhi Nagar, Dharmavaram",Andhra Pradesh,Anantapur,,515671,,,,,,,,14.4068919,77.7125679,data.gov.in hospital directory,VALIDATED
1170851561,,mvp_generated,50,Preethi Nursing Home,"Thilak Nagar, Guntakal","Thilak Nagar, Guntakal",Andhra Pradesh,Anantapur,,515801,,,,,,,,15.1622611,77.3826845,data.gov.in hospital directory,VALIDATED
4622906431,,mvp_generated,51,Babu Nursing Home - Chittoor,"2-1254/1 , Officecers Line, Kongareddipalli","2-1254/1, Officecers Line, Kongareddipalli",Andhra Pradesh,Chittoor,,517001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1231082788,,mvp_generated,52,Dr. Agarwals Eye Hospital Ltd.,"22-339/2, Opposite Sbi Colony, Kongareddy Patte","22-339/2, Opposite Sbi Colony, Kongareddy Patte, Chitoor,",Andhra Pradesh,Chittoor,,517001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9598354133,,mvp_generated,53,Dr. Ramalakshmi Nursing Home,"No.17-433, Lakshmi Complex, Sundarayyar Street","No.17-433, Lakshmi Complex, Sundarayyar Street,Chittoor,",Andhra Pradesh,Chittoor,,517001,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
9088266833,,mvp_generated,54,Dr. V. K. R. Nursing Home and Scan Centre,"No. 20-142/1, Near Raghava Theatre, Naidu Building","No. 20-142/1, Near Raghava Theatre, Naidu Building, Chittoor",Andhra Pradesh,Chittoor,,517001,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
8867790472,,mvp_generated,55,Lakshmi Hospital,"D.No:17-284,,T.V.Naidu St","D.No:17-284,T.V.Naidu St,.",Andhra Pradesh,Chittoor,,517001,,,,,,,,28.6481837,77.3709431,data.gov.in hospital directory,VALIDATED
8705500605,,mvp_generated,56,Ravi Nursing Home - Chitoor,2-55/1 Municipal Office Road Near New Rtc Bus Stand,2-55/1 Municipal Office Road Near New Rtc Bus Stand,Andhra Pradesh,Chittoor,,517001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2622088460,,mvp_generated,57,S.M.Clinic,"# 2-1250, Officers Lane","2-1250, Officers Lane,.",Andhra Pradesh,Chittoor,,517001,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
2510166368,,mvp_generated,58,Sreelatha Modern Eye Hospital And Research Centre,"2-63/1, Officers Lane Opp: Municipal Office Opp: Municipal Office","2-63/1, Officers Lane Opp: Municipal Office Opp: Municipal Office Chittoor 517001  Chittoor",Andhra Pradesh,Chittoor,,517001,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
9940583830,,mvp_generated,59,Sujatha Nursing Home,"#2-1090, Padmavathi Nagar, Piler","2-1090, Padmavathi Nagar, Piler, Chittoor",Andhra Pradesh,Chittoor,,517001,,,,,,,,13.65,78.933333,data.gov.in hospital directory,VALIDATED
4590257423,,mvp_generated,60,Apollo Hospitals Aragonda,Aragonda Thavanampalle Mandal,Aragonda Thavanampalle Mandal,Andhra Pradesh,Chittoor,,517129,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
1144196082,,mvp_generated,61,Balaji Hospital,Opp:Tn Petrol Bunk Punganur Punganur,Opp:Tn Petrol Bunk Punganur Punganur 517247  Chittoor,Andhra Pradesh,Chittoor,,517247,,,,,,,,13.36592,78.5750141,data.gov.in hospital directory,VALIDATED
9979883207,,mvp_generated,62,Vijaya Nursing Home,Gokul Theater Road Punganur Punganur,Gokul Theater Road Punganur Punganur 517247  Chittoor,Andhra Pradesh,Chittoor,,517247,,,,,,,,13.36592,78.5750141,data.gov.in hospital directory,VALIDATED
6065140350,,mvp_generated,63,Balaji Multi Speciality Hospital,"Opposite R.T.C. Bus Stand, C.T.M. Road, Madanapalle","Opposite R.T.C. Bus Stand, C.T.M. Road, Madanapalle- Chittoor ()",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5508703,78.50597,data.gov.in hospital directory,VALIDATED
7712491029,,mvp_generated,64,Bhavya Child Care Center,Near Rtc Bus Stand Chittoor Madanapalli,Near Rtc Bus Stand Chittoor Madanapalli 517325  Chittoor,Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
3957034173,,mvp_generated,65,Bhavyas Children Hospital,R T C Bus Stand Madanpalle,R T C Bus Stand Madanpalle -,Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5508703,78.50597,data.gov.in hospital directory,VALIDATED
9326362007,,mvp_generated,66,Chandra Mohan's Nursing Home,14/2A Ctm Road Beside Icici Bank Madanapalli,14/2A Ctm Road Beside Icici Bank Madanapalli 517325  Chittoor,Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
2025844430,,mvp_generated,67,Desai Hospital,"Door No.Iii -153-4-3-1, Near Rtc Bus Stand, Madanapalle","Door No.Iii -153-4-3-1, Near Rtc Bus Stand, Madanapalle - 517325",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
2034159752,,mvp_generated,68,Desai Hospital-Madanapalli,"No. 3-153-4-3-1, Near Rtc Bus Stand","No. 3-153-4-3-1, Near Rtc Bus Stand,",Andhra Pradesh,Chittoor,,517325,,,,,,,,14.4656511,78.8330438,data.gov.in hospital directory,VALIDATED
3789382653,,mvp_generated,69,Emergency Hospital,"Near R.T.C.Busstand,C.T.M.Road","Near R.T.C.Busstand,C.T.M.Road.",Andhra Pradesh,Chittoor,,517325,,,,,,,,18.4328566,79.1303578,data.gov.in hospital directory,VALIDATED
8104553317,,mvp_generated,70,Gupta Nursing Home,C.T.M.Road,",C.T.M.Road.",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
8422846280,,mvp_generated,71,Kathasagaram Hospitals,"# 15-37, Burma St, C.T.M. Road","15-37, Burma St,,C.T.M. Road .",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5529488,78.5086376,data.gov.in hospital directory,VALIDATED
9949210076,,mvp_generated,72,Leo Hospital,",,C.T.M.Road",",C.T.M.Road.",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
2573818952,,mvp_generated,73,M.V.L Hospital,C.T.M Road(Opp State Bank Of India) Madanapalle,"C.T.M Road(Opp State Bank Of India) Madanapalle, Chittoor",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5657237,78.5066868,data.gov.in hospital directory,VALIDATED
3474957428,,mvp_generated,74,Madanapalle Hospital Pvt Ltd,"C.T.M Road, Madanapalle","C.T.M Road, Madanapalle",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.553374,78.5065719,data.gov.in hospital directory,VALIDATED
4056168163,,mvp_generated,75,Popular Nursing Home,"Gandhi Road,,Gandhi Road","Gandhi Road,Gandhi Road.",Andhra Pradesh,Chittoor,,517325,,,,,,,,30.3145962,78.0357476,data.gov.in hospital directory,VALIDATED
1416413752,,mvp_generated,76,Rama Orthopaedic Nursing Home,"Iv-5-3, Marpoori Colony, Madanapalle","Iv-5-3, Marpoori Colony, Madanapalle",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
7592734846,,mvp_generated,77,Shantharam Hospital,"Devi Complex, OppositeSreenivasa Super Market, C.T.M.Road, Madanapalle","Devi Complex, OppositeSreenivasa Super Market, C.T.M.Road, Madanapalle -517325",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.553374,78.5065719,data.gov.in hospital directory,VALIDATED
7114536402,,mvp_generated,78,Siloam Eye Centre,"(A Unit Of Lvpei ), Bangalore Road, Madanpalle","(A Unit Of Lvpei,), Bangalore Road, Madanpalle,",Andhra Pradesh,Chittoor,,517325,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
8549249493,,mvp_generated,79,Siloam Orthopaedic and Trauma Centre,"# 14-26, Old Andhra Bank Building,,C.T.M.Road","14-26, Old Andhra Bank Building,C.T.M.Road.",Andhra Pradesh,Chittoor,,517325,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
9432077181,,mvp_generated,80,Sri Kaveri Speciality Hospital,"Xvi-618,Seshappa Bungalow,Seshappa Thota,OppositeA.D.S, Punganur Road, Madanapalle","Xvi-618,Seshappa Bungalow,Seshappa Thota,OppositeA.D.S, Punganur Road, Madanapalle,Anantapur,",Andhra Pradesh,Chittoor,,517325,,,,,,,,14.6818877,77.6005911,data.gov.in hospital directory,VALIDATED
6526590502,,mvp_generated,81,Usha Speciality Hospital,"Ganesh Hotel Compound , Near .R.T.C Bus Stand,Madanapalle","Ganesh Hotel Compound, Near .R.T.C Bus Stand,Madanapalle",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
1882012104,,mvp_generated,82,Viswa Orthopaedic Hospital,"D No 11-70, Patel Road Madanapalli","D No 11-70, Patel Road Chittoor Madanapalli 517325  Chittoor",Andhra Pradesh,Chittoor,,517325,,,,,,,,13.5603491,78.5036065,data.gov.in hospital directory,VALIDATED
1201525417,,mvp_generated,83,Saraswathi Maternity Nursing Home,"Borugulabatti, Thasildhar Street Newpet","Borugulabatti, Thasildhar Street Newpet",Andhra Pradesh,Chittoor,,517408,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
4321841145,,mvp_generated,84,P E S Institute Of Medical Sciences and Research,Kuppam Palmaner Road,"Kuppam Palmaner Road,  - Chittoor",Andhra Pradesh,Chittoor,,517425,,,,,,,,12.7279579,78.3512397,data.gov.in hospital directory,VALIDATED
6169346883,,mvp_generated,85,Rathna Childrens and General Hospital,"Palace Road, Kuppam","Palace Road, Kuppam",Andhra Pradesh,Chittoor,,517425,,,,,,,,12.7510218,78.340196,data.gov.in hospital directory,VALIDATED
6887797649,,mvp_generated,86,Sri Priya Nursing Home,"A P Vajraveluchetty Street, A P Vajraveluchetty Street Kuppam","A P Vajraveluchetty Street, A P Vajraveluchetty Street Kuppam 517425  Chittoor",Andhra Pradesh,Chittoor,,517425,,,,,,,,12.7470314,78.3330157,data.gov.in hospital directory,VALIDATED
4248522067,,mvp_generated,87,Apollo Multispeciality Hospital,"D.No :10-15-189/I2, K.K. Layout, Tirupati","D.No :10-15-189/I2, K.K. Layout, Tirupati, Chittoor",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6403071,79.4176391,data.gov.in hospital directory,VALIDATED
9259663230,,mvp_generated,88,Apollo Rural Hospitals,"Aragonda Apollo Hospitals, Aragonda Village, Thavanam Palli Mandal","Aragonda Apollo Hospitals, Aragonda Village, Thavanam Palli Mandal",Andhra Pradesh,Chittoor,,517501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
3393965636,,mvp_generated,89,Asalatha Medicare Pvt Lt,"10-15-76/10-3-206(U, Reddy and Reddy Colony Tirupati","10-15-76/10-3-206(U, Reddy and Reddy Colony Tirupati-Ap",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6320156,79.4260025,data.gov.in hospital directory,VALIDATED
1164547596,,mvp_generated,90,Balaji Institute Of Surgery Research And Rehabilit,Tirupti (B.I.R.R.D),Tirupti (B.I.R.R.D),Andhra Pradesh,Chittoor,,517501,,,,,,,,13.217176,79.1003289,data.gov.in hospital directory,VALIDATED
1545140023,,mvp_generated,91,Balaji Orthopaedic And Trauma Hospital,"#413-7-939/H2/C,Both Hospital Both Hospital Road, Tuda Road Tirupati","413-7-939/H2/C,Both Hospital Both Hospital Road, Tuda Road Tirupati 517501  Chittoor",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6344095,79.425573,data.gov.in hospital directory,VALIDATED
5832445324,,mvp_generated,92,Bhaskar Allergy and Chest Hospital,"No. 13-4-392/B5, Tilak Road, Chitoor, Tirupati","No. 13-4-392/B5, Tilak Road, Chitoor, Tirupati,",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6338436,79.4210045,data.gov.in hospital directory,VALIDATED
8069435377,,mvp_generated,93,Clinic Nisha,"398A, Doddapuram Street, Tirupati","398A, Doddapuram Street, Tirupati",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6338782,79.4195997,data.gov.in hospital directory,VALIDATED
6372209618,,mvp_generated,94,Dbr And Sk Super Speciality Hospital,"18-1-505, Mosque Road Opp: Vv Mahal Mosque Road","18-1-505, Mosque Road Opp: Vv Mahal Mosque Road Tirupati 517501  Chittoor",Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6244611,79.4310052,data.gov.in hospital directory,VALIDATED
1833258601,,mvp_generated,95,Eye Care Centre and Contact Lens Clinic,Nehru Nagar Behind Jyothi Talkies Tirupati,Nehru Nagar Behind Jyothi Talkies Tirupati (Chittoor),Andhra Pradesh,Chittoor,,517501,,,,,,,,13.6287557,79.4191795,data.gov.in hospital directory,VALIDATED
9897722477,,mvp_generated,96,Gayatri Hospital Tirupati,"# 10- 13, 484* 485, V.V. Mahal Road Beside Bank Of Baroda","10- 13, 484* 485, V.V. Mahal Road Beside Bank Of Baroda",Andhra Pradesh,Chittoor,,517501,,,,,,,,,,data.gov.in hospital directory,NEEDS_COORDINATE_REVIEW
