position_group,latitude,longitude,hospital_count,hospitals,states,districts
"12.926, 77.594",12.9255982,77.593679,1,Sunayana Eye Clinic,Karnataka,Bengaluru Urban
"12.927, 77.547",12.9272547,77.5469082,1,Abhaya Eye Hospital,Karnataka,Bengaluru Urban
"12.927, 77.579",12.927046,77.579154,1,Hi Tech Kidney Stone Hospital,Karnataka,Bengaluru Urban
"12.927, 77.616",12.9267539,77.6162491,1,City Clinic,Karnataka,Bengaluru Rural
"12.927, 77.617",12.9267346,77.616772,1,Live Hundred Hospital,Karnataka,Bengaluru Rural
"12.927, 77.639",12.9273529,77.6391039,1,Hgc Curie Centre Of Oncology,Karnataka,Bengaluru Urban
"12.928, 77.6",12.927865,77.599591,1,Sagar Apollo Hospital,Karnataka,Bengaluru Urban
"12.929, 77.517",12.9294443,77.5173072,1,Rc Hospital,Karnataka,Bengaluru Urban
"12.929, 77.552",12.9289462,77.5519962,1,Ashwini Hospital,Karnataka,Bengaluru Urban
"12.929, 77.568",12.9291952,77.5684901,1,Sri Vivekananda Sevashrama,Karnataka,Bengaluru Urban
"12.929, 77.613",12.9288874,77.6131577,1,St. Johns Hospital,Karnataka,Bengaluru Urban
"12.93, 77.55",12.9304325,77.5497613,1,Vathsalya Speciality Hospital,Karnataka,Bengaluru Urban
"12.931, 77.584",12.9309404,77.5837177,1,Excel Care Hospital,Karnataka,Bengaluru Urban
"12.931, 77.593",12.9313475,77.5932269,1,N.R.Amar Nursing Home,Karnataka,Bengaluru Urban
"12.932, 77.564",12.9323546,77.5642029,1,Nethrakashi Eye Hospital And Micro Surgical Centre,Karnataka,Bengaluru Urban
"12.932, 77.574",12.9324008,77.5735369,1,B.M.S. Nursing Home,Karnataka,Bengaluru Urban
"12.934, 77.607",12.9335748,77.607332,1,Dr Pramod Singhs Clinic and Day Care Centre,Karnataka,Bengaluru Rural
"12.934, 77.616",12.9336702,77.615816,1,The Apollo Clinic,Karnataka,Bengaluru Urban
"12.934, 77.62",12.9342661,77.6204698,1,Health Care Global Enterprises Ltd,Karnataka,Bengaluru Urban
"12.935, 77.573",12.9347488,77.5728361,1,Vittala International Institute Of Ophthalmology,Karnataka,Bengaluru Urban
"12.935, 77.574",12.9350703,77.5741292,1,Ashwini Surgical Nursing Home,Karnataka,Bengaluru Rural
"12.935, 77.588",12.9346537,77.5875584,1,Venkatagiri Nursing Home,Karnataka,Bengaluru Urban
"12.935, 77.631",12.9350101,77.6312173,1,"HCG, Koramangala",Karnataka,Bengaluru Urban
"12.936, 77.567",12.9360846,77.5668069,1,Balaji Hospital and Gastroenterology Center,Karnataka,Bengaluru Urban
"12.936, 77.584",12.9363964,77.5843922,1,Amrish Oncology Services Pvt Ltd,Gujarat,Gandhinagar
"12.936, 77.614",12.9360912,77.6137888,1,Balaji Gastroenterlogy Hospital,Gujarat,Mahesana
"12.936, 77.616",12.9361155,77.61584,1,Vaatsalaya Hospital,Karnataka,Bengaluru Urban
"12.937, 77.574",12.9368894,77.5742909,1,Bharathi Nursing Home,Karnataka,Bengaluru Urban
"12.937, 77.626",12.9367161,77.6263761,1,Abhilash Hospital And Sara Rehabilitation Centre,Karnataka,Bengaluru Urban
"12.937, 77.641",12.9369154,77.6407258,1,Acura Speciality Hospital,Karnataka,Bengaluru Urban
"12.939, 77.553",12.9390172,77.5528742,1,Dr. Natesh E.N.T and Surgical Care Centre,Karnataka,Bengaluru Urban
"12.939, 77.563",12.93921,77.5626634,1,Sunetra Eye Hospital,Karnataka,Bengaluru Urban
"12.939, 77.567",12.9385484,77.5667188,1,Hosahalli Referal Hospital,Karnataka,Bengaluru Urban
"12.939, 77.619",12.9391366,77.6192738,1,Sidvin Hospital Pvt Ltd,Karnataka,Bengaluru Urban
"12.939, 77.626",12.9387563,77.6260423,1,"Vasan Eye Care Hospital, Koramangala",Karnataka,Bengaluru Urban
"12.94, 77.545",12.9404645,77.5450365,1,Bangalore Assisted Conception Center Pvt Ltd,Karnataka,Bengaluru Urban
"12.94, 77.553",12.9400567,77.5529916,1,Gururaja Nursing Home,Karnataka,Bengaluru Urban
"12.94, 77.576",12.940241,77.576438,1,Gunasheela Surgical and Maternity Hospital,Karnataka,Bengaluru Urban
"12.941, 77.552",12.9407598,77.5515289,1,Namratha Nursing And Maternity Home,Karnataka,Bengaluru Urban
"12.942, 77.525",12.9420288,77.525297,1,Mysore Road Hi Tech Hospital,Karnataka,Bengaluru Urban
"12.942, 77.547",12.9419237,77.5469674,1,The Pulse Multi Speciality Hospital,Karnataka,Bengaluru Urban
"12.942, 77.558",12.9420409,77.5579577,1,Kamala Nursing Home,Karnataka,Bengaluru Urban
"12.942, 77.583",12.9416561,77.5830294,1,Padmashree Nursing Home and Maternity Home,Karnataka,Bengaluru Urban
"12.942, 77.592",12.941633,77.5923327,1,Dr Satturs Hospital,Karnataka,Bengaluru Urban
"12.942, 77.608",12.9418628,77.6081249,1,Sankalpa Nursing Home,Karnataka,Bengaluru Urban
"12.943, 77.547",12.9426735,77.5470011,1,Venkateshwara Maternity and Surgical Center,Karnataka,Bengaluru Urban
"12.943, 77.564",12.9425877,77.564264,1,Vishwabharathi Hospital Pvt. Ltd,Karnataka,Bengaluru Urban
"12.943, 77.6",12.9426465,77.599995,1,Shiva Nursing Home,Karnataka,Bengaluru Urban
"12.943, 77.601",12.9430799,77.6013678,1,Sree Venkateshwara Speciality Hospital,Karnataka,Bengaluru Urban
"12.943, 77.616",12.9427798,77.6162023,1,J P Dental Clinic,Karnataka,Bengaluru Urban
"12.944, 75.787",12.9441511,75.7865653,1,Kamaldev Day Care Clinic,Karnataka,Hassan
"12.944, 77.548",12.9444846,77.5483282,1,Sri Ram Nursing Home,Karnataka,Bengaluru Urban
"12.944, 77.554",12.9444533,77.5537803,1,Trinetraalaya Eye Care and Surgical Centre,Karnataka,Bengaluru Urban
"12.944, 77.555",12.9440808,77.5547283,1,Sannidhi Speciality Center,Karnataka,Bengaluru Urban
"12.944, 77.58",12.9436431,77.5799234,1,Trinity Hospital And  Heart Foundation,Karnataka,Bengaluru Urban
"12.945, 77.497",12.9453066,77.4971113,1,Sri Rajeshwari Hospital,Karnataka,Bengaluru Urban
"12.945, 77.586",12.9454597,77.5863846,1,Lalbagh Ivf Centre,Karnataka,Bengaluru Urban
"12.945, 77.598",12.9451479,77.5977548,1,"Vasan Eye Care Hospital, Rajarajeswari Nagar",Karnataka,Bengaluru Urban
"12.946, 77.567",12.945843,77.5674499,1,Shekhar Hospital,Karnataka,Bengaluru Urban
"12.946, 77.597",12.945783,77.59732,1,M.G. Speciality Health Care (A Unit Of Mgmi Hospitals(India) Pvt Ltd),Karnataka,Bengaluru Urban
"12.947, 77.572",12.946587,77.5722657,1,Medikeris Superspecaility Ent Centre,Karnataka,Bengaluru Urban
"12.947, 77.575",12.9466558,77.5752895,1,Medikeri's Super Speciality Ent Centre,Karnataka,Bengaluru Urban
"12.947, 77.597",12.9472971,77.5965842,1,V.S. Specialist Medical Centre and Neurological Research Institute Pvt. Ltd.,Karnataka,Bengaluru Urban
"12.948, 77.563",12.9477453,77.5626566,1,Suvidha Mother and Child Nursing Home,Jammu and Kashmir,Jammu
"12.948, 77.572",12.948411,77.5720259,1,Vijaya Eye Clinic and Research Center,Karnataka,Bengaluru Urban
"12.948, 77.594",12.948484,77.593987,1,Manjunath Hospital,Karnataka,Bengaluru Urban
"12.948, 77.7",12.948263,77.699518,1,Vims Heart Centre And Hospitals,Karnataka,Bengaluru Urban
"12.949, 77.574",12.9486453,77.5743261,1,Geetha Nursing Home,Karnataka,Bengaluru Urban
"12.949, 77.595",12.9489069,77.5949809,1,Karthik Hospital,Karnataka,Bengaluru Urban
"12.95, 77.598",12.949509,77.598059,1,Agadi Hospital,Karnataka,Bengaluru Urban
"12.951, 77.592",12.9510077,77.591831,1,Bhaanu Nursing Home,Karnataka,Bengaluru Rural
"12.951, 77.599",12.9508982,77.5994652,1,Suprabha Medical Center,Karnataka,Bengaluru Urban
"12.952, 77.578",12.952309,77.5779576,1,Sirasi Road Meternity Home,Karnataka,Bengaluru Urban
"12.953, 77.532",12.953321,77.531756,1,HCG Bengaluru Institute Of Oncology,Karnataka,Bengaluru Urban
"12.953, 77.654",12.9530908,77.6535137,1,Petal Hospital,Karnataka,Bengaluru Urban
"12.954, 77.586",12.9544164,77.585561,1,Prashanth Hospital-,Karnataka,Bengaluru Rural
"12.955, 77.539",12.9553664,77.5390317,1,Shalini Nursing Home,Karnataka,Bengaluru Urban
"12.955, 77.545",12.9550299,77.5446814,1,Balaji Nursing Home,Karnataka,Bengaluru Urban
"12.955, 77.567",12.9548697,77.567273,1,Kalasa Maternity Home,Karnataka,Bengaluru Urban
"12.955, 77.591",12.9551113,77.5913344,1,Ashirwad Hospital,Maharashtra,Pune
"12.955, 77.614",12.9550291,77.6142102,1,Get Well Hospital,Karnataka,Bengaluru Urban
"12.955, 77.643",12.9552245,77.6428066,1,Ayurvaid Hospital,Karnataka,Bengaluru Urban
"12.956, 77.556",12.9561171,77.5558117,1,Amar Nursing Home,Karnataka,Bengaluru Urban
"12.956, 77.694",12.9562059,77.6943243,1,M.G.A.Hospital,Karnataka,Bengaluru Urban
"12.956, 77.696",12.956496,77.6960739,1,"The Apollo Clinic (Only For Sahara), Bangalore",Karnataka,Bengaluru Urban
"12.956, 77.711",12.9556983,77.7112837,1,Yashomati Hospitals Pvt.Ltd.,Karnataka,Bengaluru Urban
"12.956, 77.716",12.9559093,77.7156859,1,Sri Kanchi Kamakoti Medical Trust Sankara Eye Hosp,Karnataka,Bengaluru Urban
"12.957, 77.531",12.9571634,77.5311738,1,Gautham Nursing Home,Karnataka,Bengaluru Rural
"12.957, 77.552",12.957204,77.5522639,1,Soubhagya Medical Centre and Hospital,Karnataka,Bengaluru Urban
"12.957, 77.564",12.9571328,77.5643107,1,The Venlakh Hospital,Karnataka,Bengaluru Urban
"12.957, 77.597",12.9570335,77.5968356,1,Shantinagar Meternity Hospital,Karnataka,Bengaluru Urban
"12.957, 77.605",12.956869,77.604755,1,Dr Agarwal's Eye Hospital,Karnataka,Bengaluru Urban
"12.957, 77.707",12.9566252,77.7073206,1,Lions Airport City Hospital,Karnataka,Bengaluru Urban
"12.958, 77.226",12.9576756,77.2261452,1,Taluk Hospital Magadi,Karnataka,Bengaluru Urban
"12.958, 77.534",12.958047,77.5341765,1,Divya Drishti Eye Hospital,Karnataka,Bengaluru Urban
"12.958, 77.569",12.9578825,77.5690132,1,Brindavan Nursing Home,Karnataka,Bengaluru Urban
"12.958, 77.571",12.9581124,77.5712995,1,Jubilee Nursing Home,Karnataka,Bengaluru Urban
"12.958, 77.604",12.9582183,77.6044998,1,Nephrolife Care India Pvt.Ltd,Karnataka,Bengaluru Urban
"12.959, 77.534",12.9587229,77.533835,1,Sharavathi Hospitals (P) Ltd.,Karnataka,Bengaluru Urban
"12.96, 77.531",12.9601053,77.5311229,1,A.M. Hospital,Karnataka,Bengaluru Urban
"12.96, 77.575",12.9597251,77.5747125,1,Dr. Mukund G.Shah,Gujarat,Vadodara
"12.96, 77.708",12.9600447,77.7083461,1,Yashomati Hospitals Pvt Ltd,Karnataka,Bengaluru Urban
"12.961, 77.637",12.9612248,77.6373439,1,Cloudnine Hospital Pvt. Ltd.,Karnataka,Bengaluru Urban
"12.961, 77.639",12.9609857,77.6387316,1,CGHS Dispensary No.8,Karnataka,Bengaluru Urban
"12.962, 77.522",12.9617571,77.5216056,1,"Panacea Hospital, Nagarabhavi",Karnataka,Bengaluru Urban
"12.962, 77.563",12.9617715,77.5632619,1,Amar Hospital,Karnataka,Bengaluru Urban
"12.962, 77.612",12.9624895,77.611882,1,St. PhilominaS Hospital,Karnataka,Bengaluru Urban
"12.962, 77.638",12.9618305,77.6378198,1,"Vasan Eye Care Hospital, Hsr Layout",Karnataka,Bengaluru Urban
"12.962, 77.672",12.9621596,77.6723254,1,Shree Anugraha Hospital,Karnataka,Bengaluru Urban
"12.963, 77.592",12.9628608,77.5917086,1,H.C.G Bangalore Institute Of Oncology Speciality C,Karnataka,Bengaluru Urban
"12.963, 77.594",12.9634179,77.5938311,1,Raheja Diagnostics,Karnataka,Bengaluru Urban
"12.963, 77.658",12.9626568,77.6577566,1,Krupa Nursing Home,Karnataka,Mandya
"12.963, 77.681",12.962606,77.6812236,1,Kareem E.N.T and Multispeciality Centre,Karnataka,Bengaluru Urban
"12.963, 78.272",12.9626823,78.2717878,1,Santhosh Nursing Home,Karnataka,Kolar
"12.963, 80.186",12.9628521,80.1862917,1,Cs Multispeciality Hospital,Karnataka,Ballari
"12.964, 77.522",12.9639945,77.5224481,1,Manasa Hospital,Karnataka,Bengaluru Urban
"12.964, 77.571",12.9644418,77.5705436,1,Cottonpet Meternity Home,Karnataka,Bengaluru Urban
"12.964, 77.585",12.96361,77.5850308,1,Dasappa Meternity Hospital,Karnataka,Bengaluru Urban
"12.964, 77.607",12.9644017,77.6069122,1,St. Philomenas Hospital - Bangalore,Karnataka,Bengaluru Urban
"12.964, 77.642",12.9644774,77.6416471,1,Columbia Asian Medical Center-Hebbal,Karnataka,Bengaluru Urban
"12.964, 77.672",12.9643314,77.6716809,1,Hal Hospital,Karnataka,Bengaluru Urban
"12.964, 80.141",12.9643509,80.1411433,1,"KMC Hospital, Ambedkar Circle",Karnataka,Dakshina Kannada
"12.965, 77.517",12.9650486,77.5168536,1,Panacea Hospital Nagarbhavi ( A Unit Of Pan Nagarbhavi Hospital Pvt.Ltd.) - Bangalore,Karnataka,Bengaluru Urban
"12.965, 77.549",12.9646079,77.5492789,1,Roopa Nursing Home,Karnataka,Mandya
"12.965, 77.591",12.9647552,77.5908972,1,Bangalore Institute of Oncology,Karnataka,Bengaluru Urban
"12.965, 77.657",12.9648804,77.6568339,1,Deepika Health Care,Karnataka,Bengaluru Urban
"12.966, 77.565",12.9656578,77.5652661,1,Karthik Nethralaya,Karnataka,Bengaluru Urban
"12.966, 77.566",12.9656111,77.5663488,1,Karnataka Medical Centre,Karnataka,Bengaluru Urban
"12.966, 77.595",12.9663958,77.5945236,1,Republic Hospital,Karnataka,Bengaluru Urban
"12.967, 77.524",12.9671984,77.523846,1,Anugraha Hospital,Karnataka,Bengaluru Urban
"12.967, 77.589",12.9671048,77.5893263,1,Bangalore Kidney Stones Hospial,Karnataka,Bengaluru Urban
"12.967, 77.6",12.9668015,77.6000686,1,Sankarambal Nursing Home,Karnataka,Bengaluru Urban
"12.967, 77.64",12.9672543,77.6402949,1,Gift Fertility Centre,Karnataka,Bengaluru Urban
"12.967, 80.209",12.9670443,80.2091237,1,Medicare Hospital,Karnataka,Bengaluru Urban
"12.968, 77.523",12.9678728,77.5234315,1,Kumar Nethralaya,Karnataka,Bengaluru Urban
"12.968, 77.593",12.9679334,77.5930431,1,Ganesh Nursing and Maternity Home,Karnataka,Ramanagara
"12.968, 77.595",12.9679749,77.595018,1,Mallya Hospital,Karnataka,Bengaluru Urban
"12.968, 77.649",12.9683482,77.6487167,1,Beams Hospitals Private Limited,Karnataka,Bengaluru Urban
"12.968, 77.651",12.9683434,77.6508082,1,Dr Chaitanyas Hospital,Karnataka,Bengaluru Urban
"12.969, 77.57",12.9688855,77.5698292,1,Babu Clinic and Piles Proctology Hospital,Karnataka,Bengaluru Urban
"12.97, 77.579",12.9701331,77.5785466,1,B.S. Narayan Memorial Hospital,Karnataka,Bengaluru Urban
"12.97, 77.587",12.969805,77.587251,1,St. Marthas Hospital,Karnataka,Bengaluru Urban
"12.97, 77.64",12.9703034,77.6402636,1,Maruthi Hospital,Karnataka,Bengaluru Urban
"12.971, 77.536",12.9713363,77.5355137,1,Vidhya Eye Hospital,Karnataka,Bengaluru Urban
"12.971, 77.581",12.9709924,77.5807246,1,Sri Rama Nursing Home,Karnataka,Bengaluru Urban
"12.971, 77.587",12.9713221,77.5869159,1,St. Martha'S Heart Center (Managed By Narayana Health),Karnataka,Bengaluru Urban
"12.971, 77.632",12.9709184,77.6318371,1,Vijai Hospital - Bangalore,Karnataka,Bengaluru Urban
"12.971, 77.698",12.9712265,77.6979487,1,Sbf Health,Karnataka,Bengaluru Urban
"12.972, 77.515",12.9723418,77.5147716,1,Sri Sai North Side Hospital,Karnataka,Bengaluru Urban
"12.972, 77.627",12.971684,77.6274826,1,Cambridge Hospital,Karnataka,Bengaluru Urban
"12.972, 77.653",12.9724611,77.652951,1,Sri Vinayaka Nursing Home,Karnataka,Bengaluru Urban
"12.972, 77.718",12.9722607,77.7175003,1,Vydehi Institute Of Medical Sciencs And  Research Center,Karnataka,Bengaluru Urban
"12.973, 77.541",12.973229,77.5414193,1,Kids Care Clinic,Karnataka,Bengaluru Urban
"12.973, 77.543",12.9729113,77.5426016,1,Bhilai Hospital,Chhattisgarh,Durg
"12.973, 77.579",12.9726995,77.5789771,1,M S R Hospital,Karnataka,Ballari
"12.973, 77.616",12.9732998,77.6161791,1,Preethi Centre For Oncology,Karnataka,Mysuru
"12.973, 77.633",12.972602,77.6328805,1,Sanjivani Govt Hospital and Research Centre,Karnataka,Hassan
"12.973, 77.641",12.973007,77.641386,1,G. G. Hospital,Karnataka,Bengaluru Urban
"12.973, 77.649",12.9726365,77.6485734,1,Bharghavi Reddy Women and Children Hospital,Karnataka,Bengaluru Urban
"12.974, 77.529",12.9738208,77.5288881,1,Sampreeti Hospital,Assam,Sivasagar
"12.974, 77.638",12.9737668,77.6382716,1,Laser Vision Netralaya,Karnataka,Bengaluru Urban
"12.974, 77.646",12.9738195,77.6461409,1,Axon Speciality Hospital,Karnataka,Bengaluru Urban
"12.974, 77.652",12.9738235,77.6522191,1,Kakde Nursing Home,Karnataka,Bengaluru Urban
"12.975, 77.515",12.9746047,77.514911,1,"Vasan Eye Care Hospital, Nagarabhavi",Karnataka,Bengaluru Urban
"12.975, 77.579",12.9752996,77.5789317,1,Bangalore Medical Centre,Karnataka,Bengaluru Urban
"12.975, 77.636",12.9750457,77.6362898,1,Navashakthi Nethralaya,Karnataka,Bengaluru Urban
"12.975, 77.68",12.9751602,77.6797392,1,Sakthi Nursing Home,Karnataka,Bengaluru Urban
"12.976, 77.533",12.9761414,77.5326436,1,Bharathy Hospital,Karnataka,Bengaluru Urban
"12.976, 77.54",12.9756589,77.539975,1,Susheel Hospital,Karnataka,Bengaluru Urban
"12.976, 77.58",12.976253,77.5796279,1,Murthy Nursing Home,Karnataka,Ballari
"12.976, 77.619",12.9761636,77.618759,1,Nikad Ortho Centre,Karnataka,Bengaluru Urban
"12.977, 77.565",12.9771672,77.5647668,1,Chethana Maternity Nursing Home,Karnataka,Mandya
"12.978, 77.59",12.9775613,77.5904455,1,Changuna Netralaya,Maharashtra,Chandrapur
"12.978, 77.637",12.9780176,77.6372673,1,Sapthagiri Digitial Imaging Center Pvt Ltd,Karnataka,Bengaluru Urban
"12.978, 77.638",12.9783012,77.6379484,1,Chinmaya Narayana Super Specialty Centre,Karnataka,Bengaluru Urban
"12.978, 77.639",12.9782859,77.6387567,1,Narayana Hrudayalaya Cmh Hospital,Karnataka,Bengaluru Urban
"12.978, 77.645",12.9782591,77.6448425,1,Chinmaya Mission Hospital,Karnataka,Bengaluru Urban
"12.979, 77.511",12.978512,77.5108822,1,Brinda Hospital,Karnataka,Bengaluru Urban
"12.979, 77.547",12.9786112,77.5471409,1,Kavitha Hospital,Karnataka,Bengaluru Urban
"12.979, 77.559",12.9786865,77.558801,1,Venkateshwara Eye Clinic,Karnataka,Bengaluru Urban
"12.981, 74.823",12.9814337,74.8233274,1,Misquith and Rao`S Hospital,Karnataka,Dakshina Kannada
"12.981, 77.526",12.9813958,77.5264159,1,Karthik Netralaya Institute Of Opthalmology Pvt Ltd,Karnataka,Bengaluru Urban
"12.981, 77.531",12.980664,77.5306031,1,Dhanush Hospital,Karnataka,Bengaluru Urban
"12.981, 77.606",12.9813349,77.6062649,1,Bowring and Lady Curzon Hospitals,Karnataka,Bengaluru Urban
"12.981, 77.639",12.9808112,77.6389895,1,Rashmi Nursing Home,Karnataka,Bengaluru Urban
"12.981, 77.64",12.9805678,77.6397077,1,Siddhi Eye Care,Karnataka,Bengaluru Urban
"12.981, 80.207",12.9808209,80.2066073,1,Shridevi Hospital,Karnataka,Tumakuru
"12.982, 77.629",12.9817147,77.6285585,1,Sadhana Eye Hospital,Karnataka,Bengaluru Urban
"12.982, 77.642",12.9818806,77.6423594,1,Krishna Hospital,Andhra Pradesh,Kurnool
"12.983, 77.603",12.9832684,77.60342,1,Bowring and Lady Curzon Hospital,Karnataka,Bengaluru Urban
"12.983, 77.675",12.9832113,77.6751206,1,Shakthikrupa Nursing Home,Karnataka,Bengaluru Urban
"12.983, 77.68",12.982531,77.6799123,1,Sree Lakshmi Hospital,Karnataka,Bengaluru Urban
"12.983, 80.221",12.9831164,80.2207518,1,Dr. Meenakshi Jain Hospital,Haryana,Jind
"12.984, 77.678",12.983828,77.6781997,1,Vijayanagar Global Hospital,Karnataka,Bengaluru Urban
"12.985, 77.58",12.9851615,77.5803852,1,Mallige Medical Centre,Karnataka,Bengaluru Urban
"12.985, 77.602",12.9852083,77.6022212,1,Vagh Eye Centre,Karnataka,Bengaluru Urban
"12.985, 77.604",12.9851721,77.6037023,1,Dharamsi Hospital,Maharashtra,Sangli
"12.985, 77.61",12.9851507,77.6104336,1,Bibi Ayesha Milli Hospital,Karnataka,Mysuru
"12.985, 77.618",12.9848386,77.6184733,1,Sai Jyothi Netra Seva,Karnataka,Bengaluru Urban
"12.986, 77.523",12.9858898,77.523158,1,Nanjamma Javaregowda Hospital,Karnataka,Mysuru
"12.986, 77.535",12.9861693,77.5348568,1,Raksha Multispeciality Hospital,Karnataka,Bengaluru Urban
"12.986, 77.537",12.9862578,77.5374814,1,Punya Hospital,Karnataka,Bengaluru Urban
"12.986, 77.54",12.9864565,77.5395269,1,Vinayaka Nethralaya,Karnataka,Bengaluru Urban
"12.986, 77.558",12.986458,77.5581473,1,Spandana Nursing Home,Karnataka,Bengaluru Urban
"12.986, 77.56",12.98622,77.559833,1,Sri Dhavantari Ayurveda Hoapital,Karnataka,Bengaluru Urban
"12.986, 77.62",12.9864397,77.6197261,1,Lakeside Medical Center And Hospital,Karnataka,Bengaluru Urban
"12.986, 80.194",12.9855865,80.1938203,1,Gajanan Hospital,Maharashtra,Akola
"12.987, 78.179",12.9872315,78.1789163,1,Sushruta Hospital and Maternity Home,Karnataka,Kolar
"12.989, 74.805",12.9889186,74.8054361,1,Dr Murthys Eye Care Centre,Karnataka,Dakshina Kannada
"12.989, 75.279",12.9891427,75.2787425,1,Community Health Centre,Karnataka,Dakshina Kannada
"12.989, 77.507",12.989393,77.506555,1,Ashraya Medinova Pvt Ltd,Karnataka,Bengaluru Rural
"12.989, 77.559",12.9890161,77.5591649,1,Columbia Asia Referral Hospital,Karnataka,Bengaluru Urban
"12.989, 77.582",12.9890609,77.5820957,1,Mallige Medical Centre,Karnataka,Bengaluru Urban
"12.989, 78.181",12.9887508,78.1808705,1,Oswal Hospital,Karnataka,Kolar
"12.99, 77.553",12.9900215,77.5532345,1,Suresh Hospital - Bangalore,Karnataka,Bengaluru Urban
"12.99, 77.611",12.9897155,77.6107786,1,Timmaya Road Meternity Hospital,Karnataka,Bengaluru Urban
"12.99, 77.655",12.989896,77.6547039,1,Doddappa Nursing Home,Karnataka,Kolar
"12.991, 77.532",12.9907346,77.5319638,1,Sneha Ent Hospital,Karnataka,Bengaluru Urban
"12.991, 77.551",12.991497,77.5508432,1,Curls and Curves Hair Transplantation and Cosmetic Sur,Karnataka,Bengaluru Urban
"12.991, 77.578",12.991069,77.5777401,1,Jayashree Nursing Home,Karnataka,Bengaluru Urban
"12.991, 77.579",12.9912435,77.5791338,1,Dr. Arvind Shenoi,Karnataka,Bengaluru Urban
"12.991, 77.593",12.991414,77.5925026,1,Al-Ameen Hospital,Karnataka,Bengaluru Urban
"12.991, 78.179",12.9914907,78.1787597,1,Sahara Nursing and Maternity Home,Karnataka,Kolar
"12.992, 75.288",12.9922045,75.2881258,1,Jyothi Hospital,Karnataka,Dakshina Kannada
"12.992, 77.533",12.9918208,77.5331332,1,Matru Nursing Home And Trauma Care Centre,Karnataka,Bengaluru Urban
"12.992, 77.538",12.9916919,77.5384217,1,Aruna Netralaya,Karnataka,Bengaluru Urban
"12.992, 77.566",12.9917169,77.5664805,1,Hitech Kidney Stone Hospital,Karnataka,Bengaluru Urban
"12.992, 77.579",12.9920891,77.5794397,1,Fortis Hospital,Karnataka,Bengaluru Urban
"12.992, 77.582",12.9922015,77.5821803,1,Accident Relife Care,Karnataka,Bengaluru Urban
"12.992, 77.6",12.9921542,77.6001477,1,J M J Hospital,Karnataka,Bengaluru Urban
"12.993, 77.573",12.9931308,77.5728546,1,Mahaveer Eye Hospital Private Limited,Karnataka,Bengaluru Urban
"12.993, 77.61",12.9925861,77.6098673,1,Eye Care Centre,Karnataka,Bengaluru Urban
"12.994, 77.53",12.994369,77.5298954,1,Raj Mahal Vilas Hospital,Karnataka,Bengaluru Urban
"12.994, 77.534",12.9935833,77.5342741,1,Panacea Hospitals Private Limited,Karnataka,Bengaluru Urban
"12.994, 77.551",12.9941257,77.5508542,1,Dr Raos Maternity Hospital,Karnataka,Bengaluru Urban
"12.994, 77.573",12.9936758,77.5733436,1,Radha Maternity and Surgical Hospital,Karnataka,Bengaluru Urban
"12.995, 77.598",12.9950154,77.5979189,1,Dr. Sailaja's Super Speciality Eye Hospital,Karnataka,Bengaluru Urban
"12.995, 77.615",12.9950476,77.6147422,1,"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore",Karnataka,Bengaluru Urban
"12.995, 77.625",12.9950808,77.6250965,1,Chitra Clinic And Nursing Home,Karnataka,Bengaluru Urban
"12.996, 77.534",12.9958829,77.5335329,1,Vijaya Hospital,Karnataka,Bengaluru Urban
"12.996, 77.55",12.9956355,77.5504955,1,Chord Road Hospital Pvt Ltd,Karnataka,Bengaluru Urban
"12.996, 77.573",12.9961984,77.5734176,1,Sri Maruthi Nursing Home,Karnataka,Bengaluru Urban
"12.996, 77.61",12.9962315,77.6099173,1,Seventh Day Adventist Medical Centre,Karnataka,Bengaluru Urban
"12.996, 80.251",12.9955442,80.2514885,1,Joseph Clinic,Karnataka,Bengaluru Urban
"12.997, 77.54",12.9969395,77.5404847,1,Kutch Ortho Surge Hospital,Gujarat,Kachchh
"12.998, 77.553",12.9981905,77.5533462,1,Varalakshmi Nursing and Maternity Home,Karnataka,Bengaluru Urban
"12.998, 77.579",12.998271,77.5786083,1,Bilva Hospital,Karnataka,Bengaluru Urban
"12.998, 77.581",12.9982021,77.580725,1,Lakshmi Nursing Home,Karnataka,Bengaluru Urban
"12.999, 77.54",12.9993935,77.540421,1,Jayashree Multispeciality Hospital,Karnataka,Bengaluru Urban
"12.999, 77.62",12.9994421,77.6197371,1,Coxtown Meternity Hospital,Karnataka,Bengaluru Urban
"12.999, 77.674",12.9992734,77.6738935,1,Bharath Hospital and Institute Of Oncology,Karnataka,Mysuru
"13.0, 77.537",13.000459,77.5369296,1,Punya Hosptal,Karnataka,Bengaluru Urban
"13.0, 77.545",12.9999003,77.5448589,1,Sneha Nursing Home,Karnataka,Bengaluru Urban
"13.0, 77.56",12.9995007,77.5599848,1,Nayak Hospital,Karnataka,Bengaluru Urban
"13.0, 77.566",12.9996981,77.5662847,1,Jupiter Hospital And Institute Of Vascular Surgery,Karnataka,Bengaluru Urban
"13.0, 77.568",12.9999879,77.5680956,1,Vijaya Ent Care Centre,Karnataka,Bengaluru Urban
"13.0, 77.569",13.0001221,77.5688241,1,Latha Nursing Home,Karnataka,Davangere
"13.001, 77.572",13.0009978,77.5715523,1,Leela Hospital and Diagnostic Center,Karnataka,Bengaluru Urban
